sequence,support_count,support
"<{27},{117},{118},{143}>",209,0.286301
"<{27},{117},{118},{253}>",209,0.286301
"<{27},{117},{143},{144}>",220,0.301370
"<{27},{117},{143},{245}>",241,0.330137
"<{27},{117},{143},{253}>",283,0.387671
"<{27},{117},{144},{253}>",209,0.286301
"<{27},{117},{245},{253}>",235,0.321918
"<{27},{118},{143},{253}>",219,0.300000
"<{27},{132},{143},{253}>",203,0.278082
"<{27},{143},{144},{245}>",215,0.294521
"<{27},{143},{144},{253}>",255,0.349315
"<{27},{143},{245},{253}>",271,0.371233
"<{27},{143},{246},{253}>",205,0.280822
"<{27},{144},{245},{253}>",209,0.286301
"<{28},{117},{143},{253}>",229,0.313699
"<{35},{110},{117},{118}>",202,0.276712
"<{35},{110},{117},{139}>",213,0.291781
"<{35},{110},{117},{143}>",251,0.343836
"<{35},{110},{117},{245}>",203,0.278082
"<{35},{110},{117},{253}>",237,0.324658
"<{35},{110},{118},{143}>",212,0.290411
"<{35},{110},{118},{253}>",207,0.283562
"<{35},{110},{139},{143}>",231,0.316438
"<{35},{110},{139},{253}>",212,0.290411
"<{35},{110},{143},{245}>",214,0.293151
"<{35},{110},{143},{253}>",246,0.336986
"<{35},{110},{245},{253}>",203,0.278082
"<{35},{113},{117},{143}>",202,0.276712
"<{35},{113},{143},{253}>",209,0.286301
"<{35},{117},{118},{143}>",268,0.367123
"<{35},{117},{118},{144}>",216,0.295890
"<{35},{117},{118},{245}>",220,0.301370
"<{35},{117},{118},{253}>",258,0.353425
"<{35},{117},{133},{143}>",205,0.280822
"<{35},{117},{139},{143}>",234,0.320548
"<{35},{117},{139},{253}>",207,0.283562
"<{35},{117},{143},{144}>",256,0.350685
"<{35},{117},{143},{245}>",278,0.380822
"<{35},{117},{143},{246}>",209,0.286301
"<{35},{117},{143},{253}>",354,0.484932
"<{35},{117},{144},{253}>",231,0.316438
"<{35},{117},{245},{253}>",262,0.358904
"<{35},{117},{246},{253}>",214,0.293151
"<{35},{118},{139},{143}>",208,0.284932
"<{35},{118},{143},{144}>",238,0.326027
"<{35},{118},{143},{245}>",237,0.324658
"<{35},{118},{143},{253}>",271,0.371233
"<{35},{118},{144},{253}>",221,0.302740
"<{35},{118},{245},{253}>",227,0.310959
"<{35},{133},{143},{253}>",214,0.293151
"<{35},{139},{143},{245}>",208,0.284932
"<{35},{139},{143},{253}>",232,0.317808
"<{35},{143},{144},{245}>",231,0.316438
"<{35},{143},{144},{253}>",278,0.380822
"<{35},{143},{245},{253}>",300,0.410959
"<{35},{143},{246},{253}>",245,0.335616
"<{35},{144},{245},{253}>",214,0.293151
"<{35},{36},{117},{143}>",256,0.350685
"<{35},{36},{117},{253}>",240,0.328767
"<{35},{36},{118},{143}>",201,0.275342
"<{35},{36},{143},{144}>",206,0.282192
"<{35},{36},{143},{245}>",227,0.310959
"<{35},{36},{143},{253}>",280,0.383562
"<{35},{36},{245},{253}>",233,0.319178
"<{35},{78},{117},{143}>",206,0.282192
"<{35},{78},{117},{253}>",201,0.275342
"<{35},{78},{143},{253}>",226,0.309589
"<{35},{78},{79},{253}>",200,0.273973
"<{36},{110},{117},{143}>",222,0.304110
"<{36},{110},{117},{253}>",204,0.279452
"<{36},{110},{139},{143}>",208,0.284932
"<{36},{110},{143},{253}>",221,0.302740
"<{36},{117},{118},{143}>",244,0.334247
"<{36},{117},{118},{144}>",200,0.273973
"<{36},{117},{118},{253}>",225,0.308219
"<{36},{117},{139},{143}>",212,0.290411
"<{36},{117},{143},{144}>",240,0.328767
"<{36},{117},{143},{245}>",257,0.352055
"<{36},{117},{143},{253}>",318,0.435616
"<{36},{117},{144},{253}>",218,0.298630
"<{36},{117},{245},{253}>",234,0.320548
"<{36},{118},{143},{144}>",219,0.300000
"<{36},{118},{143},{245}>",216,0.295890
"<{36},{118},{143},{253}>",245,0.335616
"<{36},{118},{144},{253}>",205,0.280822
"<{36},{118},{245},{253}>",201,0.275342
"<{36},{139},{143},{253}>",210,0.287671
"<{36},{143},{144},{245}>",217,0.297260
"<{36},{143},{144},{253}>",259,0.354795
"<{36},{143},{245},{253}>",280,0.383562
"<{36},{143},{246},{253}>",210,0.287671
"<{36},{144},{245},{253}>",200,0.273973
"<{4},{117},{143},{253}>",203,0.278082
"<{78},{117},{143},{253}>",246,0.336986
"<{78},{79},{117},{143}>",207,0.283562
"<{78},{79},{117},{253}>",201,0.275342
"<{78},{79},{143},{253}>",222,0.304110
"<{79},{117},{143},{253}>",226,0.309589
"<{8},{1},{143},{253}>",220,0.301370
"<{8},{10},{117},{143}>",236,0.323288
"<{8},{10},{117},{253}>",233,0.319178
"<{8},{10},{143},{245}>",213,0.291781
"<{8},{10},{143},{253}>",259,0.354795
"<{8},{10},{245},{253}>",225,0.308219
"<{8},{11},{143},{253}>",215,0.294521
"<{8},{110},{117},{118}>",207,0.283562
"<{8},{110},{117},{139}>",221,0.302740
"<{8},{110},{117},{143}>",258,0.353425
"<{8},{110},{117},{245}>",215,0.294521
"<{8},{110},{117},{253}>",247,0.338356
"<{8},{110},{118},{143}>",213,0.291781
"<{8},{110},{118},{253}>",211,0.289041
"<{8},{110},{139},{143}>",240,0.328767
"<{8},{110},{139},{245}>",202,0.276712
"<{8},{110},{139},{253}>",220,0.301370
"<{8},{110},{143},{245}>",226,0.309589
"<{8},{110},{143},{253}>",256,0.350685
"<{8},{110},{245},{253}>",217,0.297260
"<{8},{113},{117},{143}>",220,0.301370
"<{8},{113},{117},{253}>",218,0.298630
"<{8},{113},{143},{253}>",230,0.315068
"<{8},{117},{118},{143}>",286,0.391781
"<{8},{117},{118},{144}>",237,0.324658
"<{8},{117},{118},{245}>",238,0.326027
"<{8},{117},{118},{253}>",284,0.389041
"<{8},{117},{133},{143}>",222,0.304110
"<{8},{117},{133},{253}>",215,0.294521
"<{8},{117},{139},{143}>",246,0.336986
"<{8},{117},{139},{253}>",218,0.298630
"<{8},{117},{143},{144}>",281,0.384932
"<{8},{117},{143},{245}>",310,0.424658
"<{8},{117},{143},{246}>",244,0.334247
"<{8},{117},{143},{253}>",392,0.536986
"<{8},{117},{144},{245}>",212,0.290411
"<{8},{117},{144},{253}>",260,0.356164
"<{8},{117},{245},{253}>",303,0.415068
"<{8},{117},{246},{253}>",250,0.342466
"<{8},{118},{139},{143}>",212,0.290411
"<{8},{118},{143},{144}>",255,0.349315
"<{8},{118},{143},{245}>",251,0.343836
"<{8},{118},{143},{253}>",291,0.398630
"<{8},{118},{144},{245}>",207,0.283562
"<{8},{118},{144},{253}>",239,0.327397
"<{8},{118},{245},{253}>",250,0.342466
"<{8},{13},{143},{253}>",220,0.301370
"<{8},{13},{245},{253}>",209,0.286301
"<{8},{132},{143},{253}>",212,0.290411
"<{8},{133},{143},{253}>",237,0.324658
"<{8},{139},{143},{245}>",216,0.295890
"<{8},{139},{143},{253}>",238,0.326027
"<{8},{143},{144},{245}>",254,0.347945
"<{8},{143},{144},{253}>",309,0.423288
"<{8},{143},{245},{253}>",338,0.463014
"<{8},{143},{246},{253}>",276,0.378082
"<{8},{144},{245},{253}>",243,0.332877
"<{8},{144},{246},{253}>",202,0.276712
"<{8},{17},{110},{117}>",211,0.289041
"<{8},{17},{110},{143}>",212,0.290411
"<{8},{17},{110},{253}>",207,0.283562
"<{8},{17},{113},{143}>",200,0.273973
"<{8},{17},{113},{253}>",206,0.282192
"<{8},{17},{117},{118}>",231,0.316438
"<{8},{17},{117},{143}>",332,0.454795
"<{8},{17},{117},{144}>",213,0.291781
"<{8},{17},{117},{245}>",269,0.368493
"<{8},{17},{117},{253}>",333,0.456164
"<{8},{17},{118},{143}>",231,0.316438
"<{8},{17},{118},{245}>",209,0.286301
"<{8},{17},{118},{253}>",235,0.321918
"<{8},{17},{133},{143}>",202,0.276712
"<{8},{17},{133},{253}>",208,0.284932
"<{8},{17},{143},{144}>",251,0.343836
"<{8},{17},{143},{245}>",291,0.398630
"<{8},{17},{143},{246}>",216,0.295890
"<{8},{17},{143},{253}>",365,0.500000
"<{8},{17},{144},{245}>",201,0.275342
"<{8},{17},{144},{253}>",242,0.331507
"<{8},{17},{18},{117}>",210,0.287671
"<{8},{17},{18},{143}>",237,0.324658
"<{8},{17},{18},{245}>",217,0.297260
"<{8},{17},{18},{253}>",268,0.367123
"<{8},{17},{22},{253}>",224,0.306849
"<{8},{17},{245},{253}>",311,0.426027
"<{8},{17},{246},{253}>",249,0.341096
"<{8},{17},{26},{117}>",244,0.334247
"<{8},{17},{26},{143}>",265,0.363014
"<{8},{17},{26},{245}>",237,0.324658
"<{8},{17},{26},{253}>",295,0.404110
"<{8},{17},{26},{35}>",216,0.295890
"<{8},{17},{27},{253}>",216,0.295890
"<{8},{17},{35},{117}>",247,0.338356
"<{8},{17},{35},{143}>",276,0.378082
"<{8},{17},{35},{245}>",229,0.313699
"<{8},{17},{35},{253}>",300,0.410959
"<{8},{17},{35},{36}>",201,0.275342
"<{8},{17},{36},{143}>",217,0.297260
"<{8},{17},{36},{253}>",230,0.315068
"<{8},{17},{78},{143}>",209,0.286301
"<{8},{17},{78},{253}>",225,0.308219
"<{8},{18},{117},{143}>",243,0.332877
"<{8},{18},{117},{253}>",243,0.332877
"<{8},{18},{143},{245}>",219,0.300000
"<{8},{18},{143},{253}>",276,0.378082
"<{8},{18},{245},{253}>",239,0.327397
"<{8},{22},{117},{253}>",200,0.273973
"<{8},{22},{143},{253}>",236,0.323288
"<{8},{22},{245},{253}>",215,0.294521
"<{8},{245},{246},{253}>",222,0.304110
"<{8},{26},{110},{143}>",203,0.278082
"<{8},{26},{110},{253}>",200,0.273973
"<{8},{26},{117},{118}>",230,0.315068
"<{8},{26},{117},{143}>",303,0.415068
"<{8},{26},{117},{144}>",215,0.294521
"<{8},{26},{117},{245}>",254,0.347945
"<{8},{26},{117},{246}>",208,0.284932
"<{8},{26},{117},{253}>",310,0.424658
"<{8},{26},{118},{143}>",229,0.313699
"<{8},{26},{118},{144}>",200,0.273973
"<{8},{26},{118},{245}>",209,0.286301
"<{8},{26},{118},{253}>",240,0.328767
"<{8},{26},{143},{144}>",251,0.343836
"<{8},{26},{143},{245}>",271,0.371233
"<{8},{26},{143},{246}>",222,0.304110
"<{8},{26},{143},{253}>",338,0.463014
"<{8},{26},{144},{245}>",206,0.282192
"<{8},{26},{144},{253}>",245,0.335616
"<{8},{26},{245},{253}>",294,0.402740
"<{8},{26},{246},{253}>",254,0.347945
"<{8},{26},{27},{143}>",210,0.287671
"<{8},{26},{27},{253}>",241,0.330137
"<{8},{26},{35},{117}>",206,0.282192
"<{8},{26},{35},{143}>",236,0.323288
"<{8},{26},{35},{245}>",203,0.278082
"<{8},{26},{35},{253}>",263,0.360274
"<{8},{26},{36},{253}>",206,0.282192
"<{8},{26},{78},{253}>",207,0.283562
"<{8},{27},{117},{143}>",224,0.306849
"<{8},{27},{117},{253}>",228,0.312329
"<{8},{27},{143},{144}>",201,0.275342
"<{8},{27},{143},{245}>",214,0.293151
"<{8},{27},{143},{253}>",258,0.353425
"<{8},{27},{144},{253}>",202,0.276712
"<{8},{27},{245},{253}>",235,0.321918
"<{8},{28},{143},{253}>",221,0.302740
"<{8},{31},{143},{253}>",200,0.273973
"<{8},{35},{110},{117}>",202,0.276712
"<{8},{35},{110},{143}>",211,0.289041
"<{8},{35},{110},{253}>",204,0.279452
"<{8},{35},{117},{118}>",215,0.294521
"<{8},{35},{117},{143}>",303,0.415068
"<{8},{35},{117},{245}>",231,0.316438
"<{8},{35},{117},{253}>",298,0.408219
"<{8},{35},{118},{143}>",227,0.310959
"<{8},{35},{118},{253}>",225,0.308219
"<{8},{35},{143},{144}>",238,0.326027
"<{8},{35},{143},{245}>",263,0.360274
"<{8},{35},{143},{253}>",337,0.461644
"<{8},{35},{144},{253}>",230,0.315068
"<{8},{35},{245},{253}>",275,0.376712
"<{8},{35},{246},{253}>",235,0.321918
"<{8},{35},{36},{117}>",210,0.287671
"<{8},{35},{36},{143}>",243,0.332877
"<{8},{35},{36},{245}>",203,0.278082
"<{8},{35},{36},{253}>",252,0.345205
"<{8},{35},{78},{143}>",200,0.273973
"<{8},{35},{78},{253}>",214,0.293151
"<{8},{36},{117},{143}>",266,0.364384
"<{8},{36},{117},{245}>",205,0.280822
"<{8},{36},{117},{253}>",252,0.345205
"<{8},{36},{118},{143}>",203,0.278082
"<{8},{36},{143},{144}>",215,0.294521
"<{8},{36},{143},{245}>",239,0.327397
"<{8},{36},{143},{253}>",297,0.406849
"<{8},{36},{144},{253}>",204,0.279452
"<{8},{36},{245},{253}>",245,0.335616
"<{8},{36},{246},{253}>",200,0.273973
"<{8},{78},{117},{143}>",217,0.297260
"<{8},{78},{117},{253}>",216,0.295890
"<{8},{78},{143},{253}>",249,0.341096
"<{8},{78},{79},{253}>",211,0.289041
"<{8},{79},{117},{143}>",202,0.276712
"<{8},{79},{143},{253}>",226,0.309589
"<{8},{9},{10},{143}>",200,0.273973
"<{8},{9},{10},{253}>",237,0.324658
"<{8},{9},{11},{253}>",227,0.310959
"<{8},{9},{110},{117}>",202,0.276712
"<{8},{9},{110},{143}>",208,0.284932
"<{8},{9},{110},{253}>",210,0.287671
"<{8},{9},{113},{143}>",202,0.276712
"<{8},{9},{113},{253}>",208,0.284932
"<{8},{9},{117},{118}>",245,0.335616
"<{8},{9},{117},{143}>",336,0.460274
"<{8},{9},{117},{144}>",223,0.305479
"<{8},{9},{117},{245}>",264,0.361644
"<{8},{9},{117},{246}>",215,0.294521
"<{8},{9},{117},{253}>",339,0.464384
"<{8},{9},{118},{143}>",249,0.341096
"<{8},{9},{118},{144}>",207,0.283562
"<{8},{9},{118},{245}>",220,0.301370
"<{8},{9},{118},{253}>",255,0.349315
"<{8},{9},{13},{253}>",214,0.293151
"<{8},{9},{133},{143}>",213,0.291781
"<{8},{9},{133},{253}>",216,0.295890
"<{8},{9},{139},{143}>",207,0.283562
"<{8},{9},{143},{144}>",267,0.365753
"<{8},{9},{143},{245}>",298,0.408219
"<{8},{9},{143},{246}>",239,0.327397
"<{8},{9},{143},{253}>",379,0.519178
"<{8},{9},{144},{245}>",213,0.291781
"<{8},{9},{144},{253}>",260,0.356164
"<{8},{9},{17},{117}>",259,0.354795
"<{8},{9},{17},{143}>",290,0.397260
"<{8},{9},{17},{18}>",231,0.316438
"<{8},{9},{17},{245}>",246,0.336986
"<{8},{9},{17},{253}>",314,0.430137
"<{8},{9},{17},{26}>",231,0.316438
"<{8},{9},{17},{35}>",234,0.320548
"<{8},{9},{17},{36}>",200,0.273973
"<{8},{9},{18},{117}>",205,0.280822
"<{8},{9},{18},{143}>",236,0.323288
"<{8},{9},{18},{245}>",212,0.290411
"<{8},{9},{18},{253}>",271,0.371233
"<{8},{9},{22},{253}>",223,0.305479
"<{8},{9},{245},{253}>",315,0.431507
"<{8},{9},{246},{253}>",267,0.365753
"<{8},{9},{26},{117}>",247,0.338356
"<{8},{9},{26},{143}>",272,0.372603
"<{8},{9},{26},{144}>",202,0.276712
"<{8},{9},{26},{245}>",230,0.315068
"<{8},{9},{26},{253}>",301,0.412329
"<{8},{9},{26},{27}>",205,0.280822
"<{8},{9},{26},{35}>",203,0.278082
"<{8},{9},{27},{143}>",209,0.286301
"<{8},{9},{27},{253}>",243,0.332877
"<{8},{9},{28},{253}>",209,0.286301
"<{8},{9},{35},{117}>",236,0.323288
"<{8},{9},{35},{143}>",272,0.372603
"<{8},{9},{35},{245}>",218,0.298630
"<{8},{9},{35},{253}>",301,0.412329
"<{8},{9},{35},{36}>",209,0.286301
"<{8},{9},{36},{117}>",205,0.280822
"<{8},{9},{36},{143}>",240,0.328767
"<{8},{9},{36},{253}>",259,0.354795
"<{8},{9},{78},{143}>",203,0.278082
"<{8},{9},{78},{253}>",220,0.301370
"<{9},{10},{143},{253}>",212,0.290411
"<{9},{110},{117},{143}>",226,0.309589
"<{9},{110},{117},{253}>",224,0.306849
"<{9},{110},{139},{143}>",212,0.290411
"<{9},{110},{139},{253}>",200,0.273973
"<{9},{110},{143},{253}>",228,0.312329
"<{9},{113},{143},{253}>",209,0.286301
"<{9},{117},{118},{143}>",269,0.368493
"<{9},{117},{118},{144}>",223,0.305479
"<{9},{117},{118},{245}>",223,0.305479
"<{9},{117},{118},{253}>",269,0.368493
"<{9},{117},{133},{143}>",205,0.280822
"<{9},{117},{139},{143}>",229,0.313699
"<{9},{117},{139},{253}>",209,0.286301
"<{9},{117},{143},{144}>",263,0.360274
"<{9},{117},{143},{245}>",284,0.389041
"<{9},{117},{143},{246}>",228,0.312329
"<{9},{117},{143},{253}>",365,0.500000
"<{9},{117},{144},{253}>",247,0.338356
"<{9},{117},{245},{253}>",282,0.386301
"<{9},{117},{246},{253}>",235,0.321918
"<{9},{118},{143},{144}>",238,0.326027
"<{9},{118},{143},{245}>",232,0.317808
"<{9},{118},{143},{253}>",273,0.373973
"<{9},{118},{144},{253}>",223,0.305479
"<{9},{118},{245},{253}>",230,0.315068
"<{9},{132},{143},{253}>",202,0.276712
"<{9},{133},{143},{253}>",217,0.297260
"<{9},{139},{143},{253}>",227,0.310959
"<{9},{143},{144},{245}>",237,0.324658
"<{9},{143},{144},{253}>",289,0.395890
"<{9},{143},{245},{253}>",311,0.426027
"<{9},{143},{246},{253}>",260,0.356164
"<{9},{144},{245},{253}>",226,0.309589
"<{9},{17},{117},{143}>",270,0.369863
"<{9},{17},{117},{245}>",218,0.298630
"<{9},{17},{117},{253}>",276,0.378082
"<{9},{17},{118},{253}>",200,0.273973
"<{9},{17},{143},{144}>",217,0.297260
"<{9},{17},{143},{245}>",239,0.327397
"<{9},{17},{143},{253}>",308,0.421918
"<{9},{17},{144},{253}>",213,0.291781
"<{9},{17},{18},{143}>",210,0.287671
"<{9},{17},{18},{253}>",238,0.326027
"<{9},{17},{245},{253}>",253,0.346575
"<{9},{17},{246},{253}>",211,0.289041
"<{9},{17},{26},{143}>",213,0.291781
"<{9},{17},{26},{253}>",238,0.326027
"<{9},{17},{35},{143}>",221,0.302740
"<{9},{17},{35},{253}>",244,0.334247
"<{9},{17},{36},{253}>",203,0.278082
"<{9},{18},{117},{143}>",221,0.302740
"<{9},{18},{117},{253}>",223,0.305479
"<{9},{18},{143},{253}>",255,0.349315
"<{9},{18},{245},{253}>",216,0.295890
"<{9},{245},{246},{253}>",200,0.273973
"<{9},{26},{117},{118}>",203,0.278082
"<{9},{26},{117},{143}>",263,0.360274
"<{9},{26},{117},{245}>",218,0.298630
"<{9},{26},{117},{253}>",270,0.369863
"<{9},{26},{118},{143}>",205,0.280822
"<{9},{26},{118},{253}>",212,0.290411
"<{9},{26},{143},{144}>",227,0.310959
"<{9},{26},{143},{245}>",231,0.316438
"<{9},{26},{143},{253}>",296,0.405479
"<{9},{26},{144},{253}>",222,0.304110
"<{9},{26},{245},{253}>",248,0.339726
"<{9},{26},{246},{253}>",218,0.298630
"<{9},{26},{27},{253}>",218,0.298630
"<{9},{26},{35},{253}>",219,0.300000
"<{9},{27},{117},{253}>",206,0.282192
"<{9},{27},{143},{253}>",232,0.317808
"<{9},{27},{245},{253}>",207,0.283562
"<{9},{28},{143},{253}>",202,0.276712
"<{9},{35},{117},{143}>",254,0.347945
"<{9},{35},{117},{253}>",257,0.352055
"<{9},{35},{143},{144}>",209,0.286301
"<{9},{35},{143},{245}>",216,0.295890
"<{9},{35},{143},{253}>",292,0.400000
"<{9},{35},{144},{253}>",206,0.282192
"<{9},{35},{245},{253}>",228,0.312329
"<{9},{35},{246},{253}>",200,0.273973
"<{9},{35},{36},{143}>",209,0.286301
"<{9},{35},{36},{253}>",221,0.302740
"<{9},{36},{117},{143}>",233,0.319178
"<{9},{36},{117},{253}>",225,0.308219
"<{9},{36},{143},{245}>",200,0.273973
"<{9},{36},{143},{253}>",262,0.358904
"<{9},{36},{245},{253}>",207,0.283562
"<{9},{78},{143},{253}>",220,0.301370
"<{9},{79},{143},{253}>",201,0.275342
"<{1},{110},{117},{139},{143}>",201,0.275342
"<{1},{110},{117},{143},{253}>",213,0.291781
"<{1},{110},{139},{143},{253}>",203,0.278082
"<{1},{117},{118},{143},{144}>",209,0.286301
"<{1},{117},{118},{143},{245}>",208,0.284932
"<{1},{117},{118},{143},{253}>",243,0.332877
"<{1},{117},{118},{245},{253}>",202,0.276712
"<{1},{117},{139},{143},{253}>",206,0.282192
"<{1},{117},{143},{144},{253}>",233,0.319178
"<{1},{117},{143},{245},{253}>",268,0.367123
"<{1},{117},{143},{246},{253}>",200,0.273973
"<{1},{118},{139},{143},{144}>",203,0.278082
"<{1},{118},{139},{143},{253}>",215,0.294521
"<{1},{118},{143},{144},{245}>",220,0.301370
"<{1},{118},{143},{144},{253}>",245,0.335616
"<{1},{118},{143},{245},{253}>",249,0.341096
"<{1},{118},{144},{245},{253}>",202,0.276712
"<{1},{139},{143},{245},{253}>",213,0.291781
"<{1},{143},{144},{245},{253}>",241,0.330137
"<{1},{17},{117},{143},{253}>",215,0.294521
"<{1},{18},{117},{143},{253}>",203,0.278082
"<{1},{26},{117},{143},{253}>",230,0.315068
"<{1},{26},{143},{245},{253}>",208,0.284932
"<{1},{27},{117},{143},{253}>",204,0.279452
"<{1},{35},{117},{143},{253}>",241,0.330137
"<{1},{35},{143},{245},{253}>",212,0.290411
"<{1},{35},{36},{143},{253}>",200,0.273973
"<{1},{36},{117},{143},{253}>",217,0.297260
"<{1},{36},{143},{245},{253}>",201,0.275342
"<{1},{9},{117},{143},{253}>",222,0.304110
"<{110},{117},{118},{139},{143}>",213,0.291781
"<{110},{117},{118},{143},{144}>",205,0.280822
"<{110},{117},{118},{143},{253}>",216,0.295890
"<{110},{117},{139},{143},{245}>",216,0.295890
"<{110},{117},{139},{143},{253}>",240,0.328767
"<{110},{117},{143},{144},{253}>",206,0.282192
"<{110},{117},{143},{245},{253}>",218,0.298630
"<{110},{118},{139},{143},{253}>",209,0.286301
"<{110},{118},{143},{144},{253}>",200,0.273973
"<{110},{139},{143},{245},{253}>",212,0.290411
"<{117},{118},{139},{143},{144}>",203,0.278082
"<{117},{118},{139},{143},{253}>",209,0.286301
"<{117},{118},{143},{144},{245}>",214,0.293151
"<{117},{118},{143},{144},{253}>",250,0.342466
"<{117},{118},{143},{245},{253}>",235,0.321918
"<{117},{139},{143},{245},{253}>",204,0.279452
"<{117},{143},{144},{245},{253}>",220,0.301370
"<{118},{143},{144},{245},{253}>",206,0.282192
"<{17},{110},{117},{139},{143}>",222,0.304110
"<{17},{110},{117},{143},{245}>",207,0.283562
"<{17},{110},{117},{143},{253}>",232,0.317808
"<{17},{110},{139},{143},{253}>",212,0.290411
"<{17},{113},{117},{143},{253}>",201,0.275342
"<{17},{117},{118},{143},{144}>",228,0.312329
"<{17},{117},{118},{143},{245}>",221,0.302740
"<{17},{117},{118},{143},{253}>",252,0.345205
"<{17},{117},{118},{144},{253}>",207,0.283562
"<{17},{117},{118},{245},{253}>",212,0.290411
"<{17},{117},{133},{143},{253}>",201,0.275342
"<{17},{117},{139},{143},{253}>",218,0.298630
"<{17},{117},{143},{144},{245}>",215,0.294521
"<{17},{117},{143},{144},{253}>",252,0.345205
"<{17},{117},{143},{245},{253}>",281,0.384932
"<{17},{117},{143},{246},{253}>",212,0.290411
"<{17},{118},{143},{144},{253}>",220,0.301370
"<{17},{118},{143},{245},{253}>",214,0.293151
"<{17},{143},{144},{245},{253}>",222,0.304110
"<{17},{18},{117},{143},{245}>",207,0.283562
"<{17},{18},{117},{143},{253}>",244,0.334247
"<{17},{18},{143},{144},{253}>",201,0.275342
"<{17},{18},{143},{245},{253}>",225,0.308219
"<{17},{26},{117},{143},{144}>",201,0.275342
"<{17},{26},{117},{143},{245}>",225,0.308219
"<{17},{26},{117},{143},{253}>",259,0.354795
"<{17},{26},{117},{245},{253}>",217,0.297260
"<{17},{26},{143},{144},{253}>",213,0.291781
"<{17},{26},{143},{245},{253}>",235,0.321918
"<{17},{26},{35},{143},{253}>",206,0.282192
"<{17},{35},{117},{143},{245}>",209,0.286301
"<{17},{35},{117},{143},{253}>",266,0.364384
"<{17},{35},{143},{144},{253}>",201,0.275342
"<{17},{35},{143},{245},{253}>",224,0.306849
"<{17},{36},{117},{143},{253}>",213,0.291781
"<{18},{117},{118},{143},{253}>",210,0.287671
"<{18},{117},{143},{144},{253}>",204,0.279452
"<{18},{117},{143},{245},{253}>",226,0.309589
"<{26},{110},{117},{139},{143}>",216,0.295890
"<{26},{110},{117},{143},{245}>",201,0.275342
"<{26},{110},{117},{143},{253}>",222,0.304110
"<{26},{110},{139},{143},{253}>",208,0.284932
"<{26},{117},{118},{143},{144}>",224,0.306849
"<{26},{117},{118},{143},{245}>",210,0.287671
"<{26},{117},{118},{143},{253}>",239,0.327397
"<{26},{117},{118},{144},{253}>",207,0.283562
"<{26},{117},{118},{245},{253}>",206,0.282192
"<{26},{117},{139},{143},{253}>",210,0.287671
"<{26},{117},{143},{144},{245}>",213,0.291781
"<{26},{117},{143},{144},{253}>",244,0.334247
"<{26},{117},{143},{245},{253}>",261,0.357534
"<{26},{117},{143},{246},{253}>",214,0.293151
"<{26},{118},{143},{144},{253}>",220,0.301370
"<{26},{118},{143},{245},{253}>",211,0.289041
"<{26},{143},{144},{245},{253}>",220,0.301370
"<{26},{27},{117},{143},{253}>",221,0.302740
"<{26},{27},{143},{245},{253}>",206,0.282192
"<{26},{35},{117},{143},{253}>",215,0.294521
"<{27},{117},{143},{144},{253}>",200,0.273973
"<{27},{117},{143},{245},{253}>",215,0.294521
"<{35},{110},{117},{139},{143}>",211,0.289041
"<{35},{110},{117},{143},{253}>",223,0.305479
"<{35},{110},{139},{143},{253}>",207,0.283562
"<{35},{117},{118},{143},{144}>",212,0.290411
"<{35},{117},{118},{143},{245}>",204,0.279452
"<{35},{117},{118},{143},{253}>",238,0.326027
"<{35},{117},{139},{143},{253}>",205,0.280822
"<{35},{117},{143},{144},{253}>",225,0.308219
"<{35},{117},{143},{245},{253}>",238,0.326027
"<{35},{118},{143},{144},{253}>",212,0.290411
"<{35},{118},{143},{245},{253}>",206,0.282192
"<{35},{36},{117},{143},{253}>",225,0.308219
"<{36},{117},{118},{143},{253}>",217,0.297260
"<{36},{117},{143},{144},{253}>",213,0.291781
"<{36},{117},{143},{245},{253}>",222,0.304110
"<{8},{10},{117},{143},{253}>",210,0.287671
"<{8},{110},{117},{139},{143}>",219,0.300000
"<{8},{110},{117},{143},{245}>",202,0.276712
"<{8},{110},{117},{143},{253}>",231,0.316438
"<{8},{110},{139},{143},{253}>",215,0.294521
"<{8},{110},{143},{245},{253}>",200,0.273973
"<{8},{113},{117},{143},{253}>",200,0.273973
"<{8},{117},{118},{143},{144}>",230,0.315068
"<{8},{117},{118},{143},{245}>",215,0.294521
"<{8},{117},{118},{143},{253}>",256,0.350685
"<{8},{117},{118},{144},{253}>",211,0.289041
"<{8},{117},{118},{245},{253}>",209,0.286301
"<{8},{117},{133},{143},{253}>",202,0.276712
"<{8},{117},{139},{143},{253}>",216,0.295890
"<{8},{117},{143},{144},{245}>",203,0.278082
"<{8},{117},{143},{144},{253}>",251,0.343836
"<{8},{117},{143},{245},{253}>",271,0.371233
"<{8},{117},{143},{246},{253}>",224,0.306849
"<{8},{118},{143},{144},{253}>",227,0.310959
"<{8},{118},{143},{245},{253}>",220,0.301370
"<{8},{143},{144},{245},{253}>",220,0.301370
"<{8},{17},{117},{118},{143}>",209,0.286301
"<{8},{17},{117},{118},{253}>",210,0.287671
"<{8},{17},{117},{143},{144}>",206,0.282192
"<{8},{17},{117},{143},{245}>",241,0.330137
"<{8},{17},{117},{143},{253}>",301,0.412329
"<{8},{17},{117},{245},{253}>",238,0.326027
"<{8},{17},{118},{143},{253}>",209,0.286301
"<{8},{17},{143},{144},{253}>",225,0.308219
